unique_identifier,listing_amount,amount_funded,lender_yield,borrower_apr,listing_term,listing_monthly_payment,income_range,income_range_description,stated_monthly_income,employment_status,employment_status_description,occupation,months_employed,borrower_state_num,borrower_state,borrower_city,prior_prosper_loans,prior_prosper_loans_principal_borrowed,prior_prosper_loans_principal_outstanding,prior_prosper_loans_balance_outstanding,prior_prosper_loans_cycles_billed,prior_prosper_loans_ontime_payments,prior_prosper_loans_late_cycles,prior_prosper_loan_earliest_pay_off,lender_indicator,group_indicator,Fico_rating,TUFicoRange,dti_wprosper_loan,CoBorrowerApplication,CombinedDtiwProsperLoan,CombinedStatedMonthlyIncome,rating_num,prosper_rating
339,17500,17500,0.0969,0.1294,60,377.79,5,"$75,000-99,999",7916.6667,0,Employed,Construction,47,25,NC,Mars Hill,2,19000,7623.28,0,1,1,0,41,0,FALSE,6,760-779,0.2131,TRUE,0.2131,10166.6667,0,AA
340,7500,7500,0.053,0.0794,36,229.19,6,"$100,000+",11666.6667,0,Employed,Clergy,95,8,FL,Oviedo,3,29800,1389.76,0,2,2,0,26,0,FALSE,8,800-819,0.1475,TRUE,0.1475,12833.3333,0,AA
341,2500,2500,0.1064,0.1524,36,82.61,2,"$1-24,999",1183.3333,2,Other,Administrative Assistant,26,20,MI,Munising,3,13000,7038.5,0,0,0,0,6,0,FALSE,6,760-779,0.0971,TRUE,0.0971,4733.3333,0,A
342,10000,10000,0.1034,0.1493,36,329,4,"$50,000-74,999",4583.3333,2,Other,Executive,105,8,FL,CAPE CORAL,1,15000,0,0,1,1,0,28,0,FALSE,6,760-779,0.4394,TRUE,0.4394,5833.3333,0,A
343,4000,4000,0.1115,0.1443,60,89.28,6,"$100,000+",14583.3333,0,Employed,Fireman,86,28,NJ,Union,2,33000,0,0,0,0,0,13,0,FALSE,7,780-799,0.16,TRUE,0.16,19583.3333,0,A
344,7000,7000,0.1219,0.155,60,159.95,3,"$25,000-49,999",3501.9167,0,Employed,Food Service,286,21,MN,Clearwater,2,35000,0,0,0,0,0,6,0,FALSE,5,740-759,0.085,TRUE,0.085,6918.5833,1,B
345,21500,21500,0.0929,0.1253,60,459.89,6,"$100,000+",10500,0,Employed,Other,573,4,CA,VACAVILLE,3,46300,13423.85,0,1,1,0,21,0,FALSE,7,780-799,0.1787,TRUE,0.1787,18250,0,A
346,35000,35000,0.0929,0.1254,60,748.65,6,"$100,000+",9083.3333,0,Employed,Analyst,0,18,MD,GREENSBORO,2,48500,0,0,0,0,0,5,0,FALSE,4,720-739,0.0785,TRUE,0.0785,13250,0,A
347,5000,5000,0.0864,0.1319,36,160.49,6,"$100,000+",11583.3333,0,Employed,Skilled Labor,163,31,NY,New York,5,38600,0,0,59,58,1,27,0,FALSE,6,760-779,0.22,TRUE,0.22,17500,0,AA
348,13000,13000,0.0954,0.1411,36,422.78,3,"$25,000-49,999",2166.6667,2,Other,Food Service,31,39,TN,Chattanooga,3,41000,0,0,1,1,0,5,0,FALSE,6,760-779,0.2991,TRUE,0.2991,3616.6667,0,AA
349,32000,32000,0.0909,0.1233,60,681.32,6,"$100,000+",20000,0,Employed,Other,53,4,CA,El Cajon,2,27500,2546.95,0,0,0,0,1,0,FALSE,6,760-779,0.0976,TRUE,0.0976,40000,0,A
350,21000,21000,0.0894,0.135,36,677.02,4,"$50,000-74,999",5500,0,Employed,Construction,69,14,KS,Lacygne,3,44000,0,0,1,1,0,28,0,FALSE,5,740-759,0.3704,TRUE,0.3704,9500,0,AA
351,10000,10000,0.2264,0.2751,36,390.44,5,"$75,000-99,999",7916.6667,0,Employed,Nurse (RN),9,30,NV,Henderson,2,40000,0,0,19,19,0,19,0,FALSE,2,680-699,0.3067,TRUE,0.3067,18333.3333,2,D
352,15000,15000,0.1115,0.1444,60,334.8,6,"$100,000+",8583.3333,0,Employed,Truck Driver,63,15,KY,Grayson,1,15000,0,0,0,0,0,1,0,FALSE,5,740-759,0.2649,TRUE,0.2649,16916.6667,0,A
353,27000,27000,0.1179,0.1509,60,611.43,6,"$100,000+",8333.3333,0,Employed,Sales - Commission,103,8,FL,Miami,1,12000,0,0,0,0,0,31,0,FALSE,5,740-759,0.2247,TRUE,0.2247,15416.6667,1,B
354,10000,10000,0.1219,0.1682,36,337.86,3,"$25,000-49,999",2500,0,Employed,Nurse's Aide,187,20,MI,Utica,3,22000,998.3,0,17,17,0,35,0,FALSE,5,740-759,0.2858,TRUE,0.2858,11416.6667,1,B
355,30600,30600,0.1089,0.1417,60,678.98,5,"$75,000-99,999",6250,0,Employed,Accountant/CPA,65,20,MI,White Lake,2,22000,0,0,1,1,0,19,0,FALSE,4,720-739,0.1838,TRUE,0.1838,12250,0,A
356,15000,15000,0.1003,0.1461,36,491.29,4,"$50,000-74,999",4333.3333,0,Employed,Other,8,43,WA,Mount Vernon,25,454800,79003.83,0,0,0,0,12,1,FALSE,5,740-759,0.3057,TRUE,0.3057,9221.3333,0,A
357,35000,35000,0.0969,0.1294,60,755.59,6,"$100,000+",8333.3333,0,Employed,Civil Service,58,21,MN,Apple Valley,2,32500,0,0,0,0,0,3,0,FALSE,6,760-779,0.111,TRUE,0.111,17916.6667,0,AA
358,2000,2000,0.2204,0.2559,60,56.43,4,"$50,000-74,999",5333.3333,2,Other,Other,32,23,MS,Moss Point,1,10000,0,0,0,0,0,19,0,FALSE,1,660-679,0.31,TRUE,0.31,10666.6667,1,C
359,35000,35000,0.2064,0.2415,60,959.51,6,"$100,000+",8833.3333,2,Other,Dentist,20,15,KY,Louisville,3,53000,0,0,23,23,0,10,0,FALSE,2,680-699,0.3871,TRUE,0.3871,12583.3333,1,C
360,35000,35000,0.1349,0.1683,60,823.31,5,"$75,000-99,999",6666.6667,0,Employed,Truck Driver,115,39,TN,Lebanon,1,30000,0,0,0,0,0,4,0,FALSE,7,780-799,0.2126,TRUE,0.2126,13333.3333,1,B
361,20000,20000,0.0969,0.1294,60,431.76,4,"$50,000-74,999",5250,0,Employed,Social Worker,7,20,MI,Ludington,2,42900,0,0,0,0,0,3,0,FALSE,5,740-759,0.1387,TRUE,0.1387,9833.3333,0,A
362,25000,25000,0.053,0.0795,36,763.95,3,"$25,000-49,999",3983.3333,0,Employed,Administrative Assistant,124,13,IN,Bloomington,2,20000,0,0,0,0,0,13,0,FALSE,8,800-819,0.0825,TRUE,0.0825,11466.6667,0,AA
363,20000,20000,0.235,0.2709,60,581.18,5,"$75,000-99,999",6666.6667,0,Employed,Skilled Labor,287,25,NC,Enfield,3,30000,0,0,0,0,0,1,0,FALSE,3,700-719,0.3105,TRUE,0.3105,10000,2,D
364,24000,24000,0.1349,0.1683,60,564.55,4,"$50,000-74,999",5166.6667,0,Employed,Construction,95,43,WA,East Wenatchee,1,4500,0,0,0,0,0,35,0,FALSE,2,680-699,0.2,TRUE,0.2,9833.3333,1,B
365,24000,24000,0.1489,0.1826,60,582.23,4,"$50,000-74,999",5439.4167,0,Employed,Construction,95,43,WA,East Wenatchee,1,4500,0,0,0,0,0,35,0,FALSE,2,680-699,0.1879,TRUE,0.1879,10606.0833,1,B
366,10000,10000,0.053,0.0795,36,305.58,5,"$75,000-99,999",7083.3333,0,Employed,Other,155,37,SC,ELGIN,1,4500,0,0,0,0,0,35,0,FALSE,9,820-850,0.2286,TRUE,0.2286,10833.3333,0,AA
367,2500,2500,0.0969,0.1427,36,81.48,4,"$50,000-74,999",4500,2,Other,Teacher,27,28,NJ,Mantua,3,29500,0,0,0,0,0,8,0,FALSE,3,700-719,0.1919,TRUE,0.1919,10750,0,A
368,20000,20000,0.1249,0.1581,60,460.09,4,"$50,000-74,999",5916.6667,0,Employed,Administrative Assistant,13,40,TX,KYLE,1,7500,0,0,0,0,0,16,0,FALSE,3,700-719,0.1318,TRUE,0.1318,10583.3333,1,B
369,32300,32300,0.0804,0.1258,36,1027.73,5,"$75,000-99,999",7919.0833,0,Employed,Principal,102,14,KS,SATANTA,1,20000,0,0,1,1,0,30,0,FALSE,5,740-759,0.2822,TRUE,0.2822,20094.0833,0,AA
370,4000,4000,0.1564,0.2035,36,141.9,5,"$75,000-99,999",7083.3333,0,Employed,Nurse (RN),70,11,ID,Jerome,2,20000,0,0,0,0,0,30,0,FALSE,2,680-699,0.4476,TRUE,0.4476,11666.6667,1,C
371,15000,15000,0.0969,0.1426,36,488.88,4,"$50,000-74,999",5616.6667,0,Employed,Teacher,8,40,TX,Aubrey,2,12500,0,0,2,2,0,24,0,FALSE,2,680-699,0.2643,TRUE,0.2643,12290.6667,0,A
372,10000,10000,0.0804,0.1258,36,318.18,6,"$100,000+",20416.6667,0,Employed,Retail Management,104,40,TX,Spring Branch,4,96000,14523.38,0,1,1,0,9,0,FALSE,4,720-739,0.2792,TRUE,0.2792,22416.6667,0,AA
373,20000,20000,0.0924,0.138,36,647.6,3,"$25,000-49,999",3666.6667,0,Employed,Professional,13,44,WI,Hustisford,1,11000,0,0,0,0,0,0,0,FALSE,4,720-739,0.2294,TRUE,0.2294,10946.6667,0,AA
374,20000,20000,0.2264,0.2751,36,780.88,3,"$25,000-49,999",2300,0,Employed,Sales - Retail,238,35,PA,Lilly,3,14500,1912.75,0,0,0,0,23,0,FALSE,3,700-719,0.4378,TRUE,0.4378,6300,2,D
375,10500,10500,0.0804,0.1258,36,334.09,4,"$50,000-74,999",5416.6667,0,Employed,Truck Driver,275,4,CA,ONTARIO,2,13500,2582.6,0,0,0,0,14,0,FALSE,5,740-759,0.11,TRUE,0.11,10416.6667,0,AA
376,15000,15000,0.2764,0.3263,36,625.65,6,"$100,000+",11157.25,0,Employed,Social Worker,56,4,CA,Lincoln,2,11000,0,0,1,1,0,12,0,FALSE,1,660-679,0.2989,TRUE,0.2989,19730.9167,2,D
377,35000,35000,0.0864,0.132,36,1123.45,6,"$100,000+",13333.3333,0,Employed,Construction,270,21,MN,Hopkins,1,35000,0,0,0,0,0,17,0,FALSE,6,760-779,0.3825,TRUE,0.3825,21666.6667,0,AA
378,15000,15000,0.053,0.0794,36,458.37,6,"$100,000+",13416.6667,0,Employed,Teacher,67,4,CA,SN BERNRDNO,2,11500,2901.46,0,0,0,0,16,0,FALSE,7,780-799,0.1788,TRUE,0.1788,26833.3333,0,AA
379,23000,23000,0.0909,0.1233,60,489.7,6,"$100,000+",13250,0,Employed,Executive,265,40,TX,MCKINNEY,2,46500,0,0,6,6,0,6,0,FALSE,8,800-819,0.1293,TRUE,0.1293,17916.6667,0,A
380,15500,15500,0.1628,0.21,36,554.78,6,"$100,000+",9166.6667,0,Employed,Other,87,21,MN,Lakeville,3,47000,0,0,0,0,0,18,0,FALSE,2,680-699,0.0671,TRUE,0.0671,16250,1,C
381,16500,16500,0.1249,0.1581,60,379.58,5,"$75,000-99,999",8166.6667,0,Employed,Engineer - Mechanical,114,29,NM,Albuquerque,1,11500,0,0,0,0,0,35,0,FALSE,0,640-659,0.123,TRUE,0.123,20000,1,B
382,10000,10000,0.0999,0.1325,60,217.37,3,"$25,000-49,999",3706.6667,0,Employed,Analyst,87,23,MS,Saltillo,1,9500,0,0,0,0,0,4,0,FALSE,4,720-739,0.1297,TRUE,0.1297,6826.6667,0,A
383,10000,10000,0.1179,0.1641,36,335.93,6,"$100,000+",12500,0,Employed,Executive,121,22,MO,Grain Valley,5,103300,27976.67,0,7,7,0,1,0,FALSE,5,740-759,0.4211,TRUE,0.4211,16833.3333,1,B
384,11000,11000,0.0969,0.1294,60,237.47,4,"$50,000-74,999",5000,2,Other,Car Dealer,83,14,KS,WELLINGTON,1,10000,0,0,0,0,0,15,0,FALSE,4,720-739,0.0809,TRUE,0.0809,6250,0,AA
385,35000,35000,0.053,0.0794,36,1069.53,6,"$100,000+",8400,2,Other,Pilot - Private/Commercial,17,28,NJ,Mount Laurel,1,35000,0,0,1,1,0,57,0,FALSE,9,820-850,0.321,TRUE,0.321,21561.5,0,AA
386,27500,27500,0.1249,0.1581,60,632.63,5,"$75,000-99,999",7083.3333,0,Employed,Construction,251,30,NV,Pahrump,2,17000,0,0,0,0,0,12,0,FALSE,5,740-759,0.2673,TRUE,0.2673,9166.6667,1,B
387,40000,40000,0.1349,0.1683,60,940.92,6,"$100,000+",13500,1,Self-employed,Self Employed,62,4,CA,Cayucos,2,20900,0,0,0,0,0,8,0,FALSE,4,720-739,0.1502,TRUE,0.1502,22666.6667,1,B
388,35000,35000,0.0969,0.1294,60,755.59,6,"$100,000+",25000,0,Employed,Construction,131,40,TX,Houston,3,56977.73,0,0,44,36,16,8,0,FALSE,8,800-819,0.1607,TRUE,0.1607,41666.6667,0,AA
389,24300,24300,0.0959,0.1416,36,790.84,5,"$75,000-99,999",7750,0,Employed,Analyst,182,40,TX,Nevada,2,33000,10699.02,0,0,0,0,25,0,FALSE,6,760-779,0.4382,TRUE,0.4382,11750,0,A
390,10000,10000,0.1219,0.155,60,228.5,4,"$50,000-74,999",5000,0,Employed,Social Worker,134,31,NY,BROOKLYN,1,15000,0,0,0,0,0,21,0,FALSE,6,760-779,0.2527,TRUE,0.2527,8333.3333,1,B
391,9500,9500,0.1379,0.1846,36,328.34,5,"$75,000-99,999",6500,0,Employed,Teacher,42,29,NM,Deming,1,10000,0,0,0,0,0,20,0,FALSE,4,720-739,0.1514,TRUE,0.1514,13166.6667,1,B
392,10000,10000,0.0974,0.1432,36,326.16,6,"$100,000+",9166.6667,0,Employed,Sales - Commission,4,9,GA,Winder,2,35000,0,0,0,0,0,2,0,FALSE,3,700-719,0.1468,TRUE,0.1468,11666.6667,0,A
393,40000,40000,0.0954,0.1411,36,1300.85,6,"$100,000+",27083.3333,1,Self-employed,Self Employed,141,5,CO,Parker,2,30000,0,0,0,0,0,9,0,FALSE,5,740-759,0.2005,TRUE,0.2005,36666.6667,0,AA
394,20000,20000,0.235,0.2708,60,581.18,4,"$50,000-74,999",5333.3333,0,Employed,Social Worker,13,8,FL,Port St Lucie,1,2000,0,0,0,0,0,4,0,FALSE,2,680-699,0.2401,TRUE,0.2401,8666.6667,2,D
395,4000,4000,0.1089,0.1417,60,88.76,6,"$100,000+",9000,0,Employed,Analyst,139,22,MO,Grain Valley,21,302100,88526.84,0,0,0,0,1,1,FALSE,3,700-719,0.2037,TRUE,0.2037,13000,0,A
396,10000,10000,0.2869,0.3371,36,422.82,3,"$25,000-49,999",3958.3333,0,Employed,Other,2,21,MN,Minneapolis,1,2000,0,0,0,0,0,32,0,FALSE,0,640-659,0.2536,TRUE,0.2536,10208.3333,2,E
397,9000,9000,0.0929,0.1253,60,192.51,6,"$100,000+",8750,0,Employed,Analyst,134,15,KY,Frankfort,2,40000,1192.36,0,1,1,0,56,0,FALSE,5,740-759,0.2,TRUE,0.2,15833.3333,0,A
398,26000,26000,0.1379,0.1713,60,615.68,4,"$50,000-74,999",5000,0,Employed,Other,105,43,WA,South Hill,1,20000,0,0,0,0,0,56,0,FALSE,7,780-799,0.0799,TRUE,0.0799,13333.3333,1,B
399,4500,4500,0.0969,0.1295,60,97.15,4,"$50,000-74,999",4250,0,Employed,Truck Driver,98,14,KS,Downs,3,24000,0,0,1,1,0,16,0,FALSE,6,760-779,0.1278,TRUE,0.1278,5916.6667,0,AA
400,35000,35000,0.175,0.2094,60,898.32,6,"$100,000+",9166.6667,0,Employed,Professional,13,43,WA,Othello,2,37000,0,0,0,0,0,24,0,FALSE,4,720-739,0.266,TRUE,0.266,15000,1,C
401,4000,4000,0.195,0.243,36,149.68,4,"$50,000-74,999",4333.3333,0,Employed,Food Service Management,63,28,NJ,Vineland,2,9500,2234.6,0,0,0,0,26,0,FALSE,0,640-659,0.1087,TRUE,0.1087,6916.6667,1,C
402,40000,40000,0.0804,0.1258,36,1272.73,6,"$100,000+",18333.3333,0,Employed,Scientist,74,10,HI,Kaunakakai,2,30000,0,0,0,0,0,16,0,FALSE,6,760-779,0.1393,TRUE,0.1393,36666.6667,0,AA
403,6500,6500,0.2764,0.3263,36,271.12,4,"$50,000-74,999",4416.6667,0,Employed,Laborer,131,12,IL,Chicago,2,12000,2873.35,0,0,0,0,33,0,FALSE,2,680-699,0.4169,TRUE,0.4169,10916.6667,2,D
404,25000,25000,0.053,0.0795,36,763.95,4,"$50,000-74,999",5000,0,Employed,Other,156,12,IL,Aurora,1,15000,0,0,1,1,0,32,0,FALSE,9,820-850,0.1939,TRUE,0.1939,15000,0,AA
405,25000,25000,0.109,0.155,36,829.16,5,"$75,000-99,999",6666.6667,0,Employed,Truck Driver,270,39,TN,Chattanooga,1,10000,0,0,0,0,0,8,0,FALSE,4,720-739,0.4409,TRUE,0.4409,8666.6667,0,A
406,14600,14600,0.0929,0.1254,60,312.29,5,"$75,000-99,999",6666.6667,0,Employed,Food Service Management,8,40,TX,GEORGETOWN,3,60000,0,0,0,0,0,9,0,FALSE,7,780-799,0.1408,TRUE,0.1408,15666.6667,0,A
407,8000,8000,0.1439,0.1775,60,191.96,3,"$25,000-49,999",2250,0,Employed,Other,17,9,GA,SHARPSBURG,2,9000,3909.84,0,1,1,0,57,0,FALSE,2,680-699,0.1299,TRUE,0.1299,8250,1,B
408,35000,35000,0.0804,0.1258,36,1113.64,6,"$100,000+",22916.6667,0,Employed,Executive,18,28,NJ,Sparta Township,1,40000,0,0,0,0,0,33,0,FALSE,5,740-759,0.1053,TRUE,0.1053,46250,0,AA
409,22000,22000,0.0969,0.1294,60,474.94,6,"$100,000+",16856.6667,0,Employed,Professional,133,42,VA,Fredericksburg,1,35000,0,0,0,0,0,14,0,FALSE,4,720-739,0.1494,TRUE,0.1494,26648.75,0,AA
410,10000,10000,0.1279,0.1743,36,340.76,5,"$75,000-99,999",6250,0,Employed,Teacher,7,9,GA,Cochran,1,35000,0,0,0,0,0,12,0,FALSE,4,720-739,0.22,TRUE,0.22,11250,1,B
411,2500,2500,0.1219,0.155,60,57.13,2,"$1-24,999",1590.1667,2,Other,Other,64,4,CA,Jackson,1,2000,0,0,1,1,0,20,0,FALSE,3,700-719,0.12,TRUE,0.12,3151.5833,1,B
412,35000,35000,0.0969,0.1294,60,755.59,5,"$75,000-99,999",7916.6667,0,Employed,Clergy,170,32,OH,Columbia Station,1,30000,0,0,0,0,0,29,0,FALSE,6,760-779,0.0757,TRUE,0.0757,28750,0,AA
413,35000,35000,0.1089,0.1417,60,776.61,5,"$75,000-99,999",7250,0,Employed,Chemist,13,12,IL,Buffalo Grove,3,18500,0,0,7,7,0,16,0,FALSE,8,800-819,0.1154,TRUE,0.1154,14250,0,A
414,19300,19300,0.0954,0.1411,36,627.66,5,"$75,000-99,999",7083.3333,0,Employed,Professional,41,31,NY,WHITE PLAINS,2,60000,15651.55,0,0,0,0,23,0,FALSE,6,760-779,0.2272,TRUE,0.2272,11916.6667,0,AA
415,8000,8000,0.2064,0.2546,36,304.04,6,"$100,000+",8878.4167,2,Other,Other,123,30,NV,Moapa,1,18000,0,0,1,1,0,47,0,FALSE,1,660-679,0.3089,TRUE,0.3089,12510.3333,1,C
416,35000,35000,0.1219,0.155,60,799.77,3,"$25,000-49,999",3666.6667,0,Employed,Teacher,4,18,MD,Frederick,1,6000,0,0,1,1,0,20,0,FALSE,5,740-759,0.1152,TRUE,0.1152,11375,1,B
417,9500,9500,0.1003,0.1461,36,311.15,5,"$75,000-99,999",6250,0,Employed,Truck Driver,50,32,OH,GROVE CITY,1,4000,0,0,0,0,0,17,0,FALSE,2,680-699,0.1392,TRUE,0.1392,10000,0,A
418,15000,15000,0.0969,0.1295,60,323.82,6,"$100,000+",16941.3333,0,Employed,Other,163,22,MO,Lees Summit,1,11500,0,0,0,0,0,17,0,FALSE,6,760-779,0.0888,TRUE,0.0888,23209.3333,0,AA
419,15000,15000,0.1439,0.1775,60,359.93,4,"$50,000-74,999",5000,0,Employed,Food Service,141,40,TX,HUTTO,1,9000,0,0,0,0,0,8,0,FALSE,3,700-719,0.1552,TRUE,0.1552,7500,1,B
420,15000,15000,0.1249,0.158,60,345.07,6,"$100,000+",11100,0,Employed,Professional,32,31,NY,Elma,19,364100,175080.76,0,4,4,0,6,1,FALSE,2,680-699,0.5146,TRUE,0.5146,13100,1,B
421,13850,13850,0.0969,0.1294,60,299,3,"$25,000-49,999",4083.3333,0,Employed,Professional,17,39,TN,Clarksville,1,16500,0,0,0,0,0,53,0,FALSE,8,800-819,0.1497,TRUE,0.1497,7416.6667,0,AA
422,10000,10000,0.0969,0.1294,60,215.88,6,"$100,000+",12500,0,Employed,Executive,239,40,TX,Friendswood,2,35000,0,0,0,0,0,26,0,FALSE,7,780-799,0.06,TRUE,0.06,13383.3333,0,AA
423,15000,15000,0.195,0.2298,60,401.59,4,"$50,000-74,999",5500,0,Employed,Engineer - Mechanical,93,20,MI,Saint CLR SHORES,3,64300,13259.17,0,1,1,0,17,1,FALSE,7,780-799,0.2861,TRUE,0.2861,6525,1,C
424,16500,16500,0.109,0.155,36,547.25,5,"$75,000-99,999",7733.3333,0,Employed,Principal,157,12,IL,ROCKFORD,2,37000,9889.96,0,1,1,0,34,0,FALSE,2,680-699,0.1755,TRUE,0.1755,13733.3333,0,A
425,15000,15000,0.0969,0.1294,60,323.82,6,"$100,000+",10833.3333,0,Employed,Nurse (LPN),115,37,SC,Spartanburg,1,10000,0,0,0,0,0,7,0,FALSE,5,740-759,0.1002,TRUE,0.1002,16500,0,AA
426,40000,40000,0.053,0.0795,36,1222.32,6,"$100,000+",41666.6667,0,Employed,Car Dealer,153,8,FL,Lake Worth,1,30000,0,0,0,0,0,4,0,FALSE,8,800-819,0.0522,TRUE,0.0522,45833.3333,0,AA
427,31200,31200,0.0969,0.1294,60,673.55,4,"$50,000-74,999",5416.6667,0,Employed,Clerical,266,43,WA,Yelm,4,74500,3342.1,0,1,1,0,12,0,FALSE,8,800-819,0.2447,TRUE,0.2447,9333.3333,0,AA
428,20000,20000,0.1028,0.1355,60,437.65,4,"$50,000-74,999",4166.6667,0,Employed,Nurse (RN),63,25,NC,Huntersville,1,15000,0,0,1,1,0,24,0,FALSE,4,720-739,0.066,TRUE,0.066,17500,0,A
429,20000,20000,0.0924,0.138,36,647.6,4,"$50,000-74,999",4166.6667,0,Employed,Construction,6,31,NY,Berkshire,1,20000,0,0,0,0,0,21,0,FALSE,7,780-799,0.0651,TRUE,0.0651,10666.6667,0,AA
430,25000,25000,0.202,0.237,60,679.15,3,"$25,000-49,999",2500,0,Employed,Professional,6,2,AR,El Dorado,1,5000,0,0,0,0,0,8,0,FALSE,5,740-759,0.07,TRUE,0.07,10833.3333,1,C
431,10000,10000,0.0974,0.1432,36,326.16,5,"$75,000-99,999",6666.6667,0,Employed,Computer Programmer,187,12,IL,Lockport,2,24000,0,0,0,0,0,1,0,FALSE,1,660-679,0.1448,TRUE,0.1448,12130,0,A
432,7500,7500,0.1064,0.1523,36,247.82,3,"$25,000-49,999",3500,0,Employed,Laborer,2,29,NM,Albuquerque,2,22500,10042.18,0,1,1,0,59,0,FALSE,8,800-819,0.1636,TRUE,0.1636,6216.6667,0,A
433,12000,12000,0.0804,0.1258,36,381.82,4,"$50,000-74,999",4491.4167,0,Employed,Administrative Assistant,52,37,SC,Mount Pleasant,3,28500,0,0,1,1,0,31,0,FALSE,6,760-779,0.1523,TRUE,0.1523,8574.75,0,AA
434,12000,12000,0.053,0.0794,36,366.7,4,"$50,000-74,999",5416.6667,0,Employed,Other,115,35,PA,Andreas,1,5500,0,0,0,0,0,9,0,FALSE,8,800-819,0.1131,TRUE,0.1131,9583.3333,0,AA
435,31000,31000,0.1028,0.1355,60,678.35,5,"$75,000-99,999",7416.6667,0,Employed,Construction,9,4,CA,Riverside,1,35000,0,0,0,0,0,56,0,FALSE,5,740-759,0.3655,TRUE,0.3655,10460.8333,0,A
436,35000,35000,0.0909,0.1233,60,745.2,6,"$100,000+",11916.6667,0,Employed,Executive,141,13,IN,GREENFIELD,1,12000,0,0,0,0,0,31,0,FALSE,5,740-759,0.3233,TRUE,0.3233,18666.6667,0,A
437,35000,35000,0.2204,0.2559,60,987.47,6,"$100,000+",10833.3333,0,Employed,Executive,49,4,CA,Georgetown,1,18000,0,0,0,0,0,50,0,FALSE,2,680-699,0.218,TRUE,0.218,15833.3333,1,C
438,16000,16000,0.053,0.0794,36,488.93,5,"$75,000-99,999",7166.6667,0,Employed,Professor,146,34,OR,Klamath Falls,2,49500,0,0,0,0,0,30,0,FALSE,7,780-799,0.1463,TRUE,0.1463,15083.3333,0,AA
439,21000,21000,0.1279,0.1611,60,486.35,5,"$75,000-99,999",6875,2,Other,Computer Programmer,35,7,DE,Newark,6,126600,0,0,1,1,0,0,0,FALSE,7,780-799,0.3156,TRUE,0.3156,14541.6667,1,B
440,7000,7000,0.0974,0.1431,36,228.31,6,"$100,000+",11833.3333,0,Employed,Executive,187,9,GA,Statesboro,1,7000,0,0,0,0,0,20,0,FALSE,4,720-739,0.49,TRUE,0.49,15666.6667,0,A
441,14500,14500,0.0909,0.1233,60,308.72,4,"$50,000-74,999",4583.3333,0,Employed,Food Service,8,13,IN,Greenwood,2,4500,0,0,1,1,0,8,1,FALSE,4,720-739,0.1342,TRUE,0.1342,9166.6667,0,A
442,15000,15000,0.1564,0.1903,60,369.89,5,"$75,000-99,999",6500,0,Employed,Skilled Labor,130,32,OH,Grove City,1,25000,0,0,1,1,0,45,0,FALSE,4,720-739,0.3017,TRUE,0.3017,10741,1,C
443,23100,23100,0.0894,0.135,36,744.72,5,"$75,000-99,999",7083.3333,0,Employed,Computer Programmer,10,20,MI,ROCKFORD,2,52500,11816.41,0,1,1,0,31,1,FALSE,5,740-759,0.4888,TRUE,0.4888,14333.3333,0,AA
444,25000,25000,0.1249,0.158,60,575.12,6,"$100,000+",10000,0,Employed,Military Enlisted,158,4,CA,El Cajon,2,45000,0,0,0,0,0,14,0,FALSE,1,660-679,0.2903,TRUE,0.2903,14583.3333,1,B
445,30000,30000,0.1089,0.1417,60,665.67,6,"$100,000+",12500,0,Employed,Analyst,1,17,MA,Winthrop,1,30000,0,0,0,0,0,3,0,FALSE,7,780-799,0.134,TRUE,0.134,31666.6667,0,A
446,35000,35000,0.0974,0.1432,36,1141.55,4,"$50,000-74,999",6000,0,Employed,Analyst,73,26,NE,Elkhorn,2,35000,0,0,0,0,0,25,0,FALSE,7,780-799,0.2949,TRUE,0.2949,12916.6667,0,A
447,15000,15000,0.0959,0.1416,36,488.17,6,"$100,000+",8333.3333,0,Employed,Medical Technician,90,43,WA,Tacoma,2,38100,7978.43,0,0,0,0,12,0,FALSE,3,700-719,0.19,TRUE,0.19,17000,0,A
448,15000,15000,0.1379,0.1846,36,518.44,4,"$50,000-74,999",4166.6667,0,Employed,Teacher,85,3,AZ,Florence,1,10000,0,0,0,0,0,19,0,FALSE,3,700-719,0.1127,TRUE,0.1127,7916.6667,1,B
449,9000,9000,0.0964,0.1422,36,293.12,6,"$100,000+",9000,0,Employed,Executive,41,12,IL,Romeoville,2,51200,18444.04,0,0,0,0,42,0,FALSE,5,740-759,0.4513,TRUE,0.4513,12000,0,A
450,10000,10000,0.1064,0.1524,36,330.43,6,"$100,000+",10833.3333,0,Employed,Food Service Management,27,30,NV,Las Vegas,1,35000,0,0,0,0,0,6,1,FALSE,3,700-719,0.1983,TRUE,0.1983,13333.3333,0,A
451,30000,30000,0.053,0.0794,36,916.74,6,"$100,000+",13916.6667,0,Employed,Professional,8,28,NJ,Moorestown,1,10000,0,0,0,0,0,36,0,FALSE,8,800-819,0.1686,TRUE,0.1686,28000,0,AA
452,31000,31000,0.0929,0.1253,60,663.09,5,"$75,000-99,999",6666.6667,0,Employed,Other,233,4,CA,Menifee,1,25000,0,0,0,0,0,28,0,FALSE,6,760-779,0.1692,TRUE,0.1692,12500,0,A
